DBN,Name,M_numtested,M_mean,M_L1,M_L2,M_L3,M_L4,ELA_numtested,ELA_mean,ELA_L1,ELA_L2,ELA_L3,ELA_L4
01M015,P.S. 015 ROBERTO CLEMENTE,63,278.0317,32,25,4,2,63,278.9048,38,23,1,1
01M019,P.S. 019 ASHER LEVY,104,307.8558,27,33,28,16,103,301.2427,31,39,27,6
01M020,P.S. 020 ANNA SILVER,233,297.7682,86,67,50,30,229,289.6157,103,80,37,9
01M034,P.S. 034 FRANKLIN D. ROOSEVELT,264,297.7727,89,102,57,16,264,291.5682,97,115,40,12
01M063,THE STAR ACADEMY - P.S.63,53,300.7358,14,22,11,6,51,290,16,24,11,0
01M064,P.S. 064 ROBERT SIMON,113,293.5044,39,49,22,3,112,288.3125,53,41,18,0
01M110,P.S. 110 FLORENCE NIGHTINGALE,167,320.9162,28,38,46,55,167,306.3892,48,46,55,18
01M134,P.S. 134 HENRIETTA SZOLD,138,303.3188,32,60,33,13,138,291.6812,50,69,18,1
01M137,P.S. 137 JOHN L. BERNSTEIN,85,271.2941,54,23,6,2,80,272.55,52,24,3,1
01M140,P.S. 140 NATHAN STRAUS,257,285.1984,131,85,36,5,255,284.3098,110,119,22,4
01M142,P.S. 142 AMALIA CASTRO,155,291.6129,67,55,26,7,153,285.0719,77,60,13,3
01M184,P.S. 184M SHUANG WEN,375,343.7787,11,50,124,190,374,326.7487,27,84,167,96
01M188,P.S. 188 THE ISLAND SCHOOL,311,287.0482,137,127,35,12,302,281.7848,149,125,25,3
01M292,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,57,260.4386,44,11,2,0,59,264.3729,44,13,2,0
01M301,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",143,277.007,92,37,12,2,139,284.5971,57,68,12,2
01M315,THE EAST VILLAGE COMMUNITY SCHOOL,75,322.9467,18,6,25,26,78,305.6538,20,18,26,14
01M332,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,95,276.0421,59,21,13,2,91,278.8242,43,31,13,4
01M345,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",138,293.6812,53,61,19,5,138,293.7174,39,70,23,6
01M361,THE CHILDREN'S WORKSHOP SCHOOL,105,308.4381,24,32,34,15,104,305.625,31,31,32,10
01M363,NEIGHBORHOOD SCHOOL,74,311.2162,15,25,22,12,76,299.1711,25,28,19,4
01M364,EARTH SCHOOL,70,314.7,10,23,28,9,70,315,9,23,31,7
01M378,SCHOOL FOR GLOBAL LEADERS,219,293.9817,88,90,27,14,218,288.4174,86,104,21,7
01M450,EAST SIDE COMMUNITY SCHOOL,234,310.5897,37,110,57,30,237,305.7806,43,108,60,26
01M539,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",588,359.284,2,27,127,432,763,350.9043,1,38,249,475
01M839,TOMPKINS SQUARE MIDDLE SCHOOL,337,316.1543,63,109,97,68,340,309.7794,53,147,98,42
02M001,P.S. 001 ALFRED E. SMITH,211,317.7441,41,42,67,61,216,299.1528,75,70,48,23
02M002,P.S. 002 MEYER LONDON,374,326.7674,45,71,134,124,373,304.1233,98,135,102,38
02M003,P.S. 003 CHARRETTE SCHOOL,328,329.311,26,67,120,115,328,322.7744,35,95,128,70
02M006,P.S. 006 LILLIE D. BLAKE,354,341.4746,10,54,117,173,356,329.4635,18,86,158,94
02M011,P.S. 011 WILLIAM T. HARRIS,335,324.5313,45,71,114,105,331,318.1601,62,73,129,67
02M033,P.S. 033 CHELSEA PREP,233,327.0644,33,51,59,90,233,315.8369,41,67,86,39
02M040,P.S. 040 AUGUSTUS SAINT-GAUDENS,266,337.0338,13,39,103,111,265,328.1585,28,50,122,65
02M041,P.S. 041 GREENWICH VILLAGE,381,340.7402,13,59,126,183,379,328.8707,31,75,154,119
02M042,P.S. 042 BENJAMIN ALTMAN,358,344.0056,13,50,100,195,346,313.1734,59,121,119,47
02M051,P.S. 051 ELIAS HOWE,143,307.6294,36,52,31,24,140,303.0214,41,55,33,11
02M059,P.S. 059 BEEKMAN HILL INTERNATIONAL,276,338.1159,12,35,99,130,272,329.5662,24,57,110,81
02M077,P.S. 77 LOWER LAB SCHOOL,175,354.5886,7,4,38,126,176,347.5909,7,7,67,95
02M089,P.S. 89,172,334.2035,6,42,52,72,173,326.4277,12,42,80,39
02M104,J.H.S. 104 SIMON BARUCH,919,322.9151,133,241,280,265,970,314.9856,109,358,335,168
02M111,P.S. 111 ADOLPH S. OCHS,320,292.9688,135,104,60,21,307,286.4625,135,118,37,17
02M114,EAST SIDE MIDDLE SCHOOL,434,354.3203,4,32,109,289,434,336.7074,9,72,154,199
02M116,P.S. 116 MARY LINDLEY MURRAY,345,328.6812,27,72,124,122,338,322.9201,44,80,139,75
02M124,P.S. 124 YUNG WING,420,337.6929,17,65,142,196,420,322.7952,51,107,180,82
02M126,P.S. 126 JACOB AUGUST RIIS,424,325.4222,61,93,113,157,531,315.1827,74,187,167,103
02M130,P.S. 130 HERNANDO DE SOTO,431,338.9977,22,61,143,205,426,325.3052,33,136,151,106
02M131,M.S. 131,414,316.6256,74,126,133,81,381,283.168,178,140,46,17
02M150,P.S. 150,79,324.2278,7,20,30,22,78,326.1026,6,24,25,23
02M151,YORKVILLE COMMUNITY SCHOOL,151,315.351,31,38,43,39,149,307.9262,38,48,47,16
02M158,P.S. 158 BAYARD TAYLOR,328,338.8171,13,46,110,159,324,331.2901,20,67,140,97
02M167,J.H.S. 167 ROBERT F. WAGNER,1292,326.7028,164,368,349,411,1274,315.6515,133,502,404,235
02M183,P.S. 183 ROBERT L. STEVENSON,298,329.3456,29,65,81,123,290,327.1034,33,57,114,86
02M198,P.S. 198 ISADOR E. IDA STRAUS,230,305.1739,73,64,48,45,228,296.3684,92,71,51,14
02M212,P.S. 212 MIDTOWN WEST,162,336.3025,7,28,56,71,161,332.1429,5,37,70,49
02M217,P.S./I.S. 217 ROOSEVELT ISLAND,214,312.6869,51,59,56,48,200,307.5,46,73,61,20
02M225,ELLA BAKER SCHOOL,89,315.4719,10,39,28,12,89,314.0337,7,41,33,8
02M234,P.S. 234 INDEPENDENCE SCHOOL,407,332.4226,32,72,138,165,403,325.0993,40,92,173,98
02M255,M.S. 255 SALK SCHOOL OF SCIENCE,248,345.3548,13,18,73,144,370,335.6892,14,42,154,160
02M260,M.S. 260 CLINTON SCHOOL WRITERS & ARTISTS,251,329.8048,23,56,84,88,249,325.1767,13,70,94,72
02M267,"EAST SIDE ELEMENTARY SCHOOL, PS 267",24,319.9167,0,11,7,6,24,326.5417,2,4,16,2
02M276,BATTERY PARK CITY SCHOOL,474,326.2574,38,123,180,133,489,319.5828,49,159,201,80
02M289,I.S. 289,279,326.3871,25,74,108,72,280,319.7393,14,97,120,49
02M290,P.S. 290 MANHATTAN NEW SCHOOL,351,337.4701,12,63,124,152,345,330.4899,21,75,141,108
02M312,NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE STUDIES,444,351.7095,13,33,101,297,554,335.8448,10,84,227,233
02M347,THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHOOL,37,293.4595,15,14,6,2,37,291.2703,12,18,6,1
02M397,SPRUCE STREET SCHOOL,95,341.3368,2,15,29,49,96,323.2604,9,29,39,19
02M407,INSTITUTE FOR COLLABORATIVE EDUCATION,52,317.6154,8,20,17,7,52,322.4808,4,18,14,16
02M408,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,79,326.4937,3,28,33,15,93,329.6667,1,27,37,28
02M413,SCHOOL OF THE FUTURE HIGH SCHOOL,279,324.4803,24,89,95,71,279,317.319,19,114,104,42
02M422,QUEST TO LEARN,245,307.698,57,96,58,34,275,309.6618,42,112,88,33
02M442,"BALLET TECH, NYC PUBLIC SCHOOL FOR DANCE",143,338.4196,4,29,50,60,143,322.2727,5,54,55,29
02M655,LIFE SCIENCES SECONDARY SCHOOL,76,284.4868,38,32,6,0,77,287.3766,31,39,7,0
02M896,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,309,316.5534,57,99,87,66,309,303.2362,61,141,83,24
03M009,P.S. 009 SARAH ANDERSON,296,340.5507,18,38,80,160,295,332.7492,24,57,109,105
03M054,J.H.S. 054 BOOKER T. WASHINGTON,564,336.5745,88,44,114,318,772,330.1192,74,108,269,321
03M075,P.S. 075 EMILY DICKINSON,273,311.5201,60,87,70,56,272,302.2279,86,106,56,24
03M076,P.S. 076 A. PHILIP RANDOLPH,254,290.1732,106,106,31,11,249,289.3896,100,105,38,6
03M084,P.S. 084 LILLIAN WEBER,203,313.4975,35,72,55,41,201,308.9453,40,90,42,29
03M087,P.S. 087 WILLIAM SHERMAN,433,340.4319,18,67,135,213,431,335.8376,20,77,178,156
03M145,"P.S. 145, THE BLOOMINGDALE SCHOOL",150,282.38,74,53,22,1,148,283.3378,84,47,13,4
03M149,P.S. 149 SOJOURNER TRUTH,168,273.5417,111,40,16,1,167,274.9222,100,57,9,1
03M163,P.S. 163 ALFRED E. SMITH,312,331.7692,31,74,72,135,313,319.0895,55,79,105,74
03M165,P.S. 165 ROBERT E. SIMON,494,288.3887,256,133,64,41,482,287.7033,202,188,75,17
03M166,P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AND TECHNOLOGY,277,339.8592,24,53,48,152,275,330.8436,39,57,73,106
03M180,P.S. 180 HUGO NEWMAN,294,300.0374,95,124,42,33,316,296.5918,112,130,53,21
03M191,P.S. 191 AMSTERDAM,293,280.3345,175,86,29,3,290,284.0793,139,120,26,5
03M199,P.S. 199 JESSIE ISADOR STRAUS,399,335.8672,24,51,133,191,396,330.3586,26,83,166,121
03M208,P.S. 208 ALAIN L. LOCKE,147,282.3673,78,44,22,3,144,284.3958,69,57,16,2
03M241,STEM INSTITUTE OF MANHATTAN,34,284.5588,19,12,2,1,33,285.1515,21,8,4,0
03M242,P.S. 242 - THE YOUNG DIPLOMATS MAGNET ACADEMY,84,295.2619,33,35,10,6,83,287.9277,39,35,5,4
03M243,M.S. 243 CENTER SCHOOL,170,337,5,29,66,70,221,335.4434,2,44,85,90
03M245,M.S. M245 THE COMPUTER SCHOOL,298,318.9631,38,104,84,72,388,316.4613,27,168,128,65
03M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,175,312.2114,26,70,70,9,172,296.0814,44,98,26,4
03M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,169,292.8698,59,94,13,3,170,297.8529,43,90,32,5
03M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,140,270.4857,100,34,3,3,137,282.6788,68,59,8,2
03M258,COMMUNITY ACTION SCHOOL - MS 258,218,300.7064,55,124,35,4,221,292.3303,66,129,25,1
03M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,390,319.9692,46,122,143,79,391,319.1586,40,144,132,75
03M334,THE ANDERSON SCHOOL,354,367.1667,1,6,55,292,409,352.3472,1,26,108,274
03M415,WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VISUAL ARTS,56,273.3929,41,13,2,0,56,282.3036,26,27,3,0
03M421,WEST PREP ACADEMY,183,288.4098,73,88,19,3,184,288.9674,64,96,20,4
03M452,P.S. 452,53,318.566,8,14,14,17,54,315.8889,12,12,22,8
03M859,SPECIAL MUSIC SCHOOL,74,350.4054,0,4,24,46,91,346.8352,0,9,31,51
03M860,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,100,276.16,57,37,6,0,93,277.7204,49,33,11,0
03M862,MOTT HALL II,262,323.9122,13,86,109,54,318,317.2704,20,126,127,45
04M007,P.S. 007 SAMUEL STERN,207,292.3913,79,84,37,7,206,296.1068,58,105,36,7
04M012,TAG YOUNG SCHOLARS,347,352.5533,1,38,87,221,347,340.879,9,46,132,160
04M013,J.H.S. 013 JACKIE ROBINSON,90,272.0556,63,23,3,1,91,274.8571,53,34,4,0
04M037,RIVER EAST ELEMENTARY,94,293.8191,29,51,11,3,94,291.9574,40,36,15,3
04M038,P.S. 38 ROBERTO CLEMENTE,128,283.8984,59,50,18,1,124,283.4355,66,46,10,2
04M050,P.S. 050 VITO MARCANTONIO,202,277.9307,118,67,14,3,198,278.8737,112,73,12,1
04M057,JAMES WELDON JOHNSON,490,302.1122,134,198,111,47,487,296.9856,157,207,99,24
04M072,THE LEXINGTON ACADEMY,204,294.951,83,71,44,6,201,292.4328,77,95,27,2
04M083,P.S. 083 LUIS MUNOZ RIVERA,198,313.0657,39,56,68,35,199,309.2563,41,83,58,17
04M096,P.S. 096 JOSEPH LANZETTA,308,277.4513,191,89,26,2,307,280.1498,165,107,29,6
04M102,P.S. 102 JACQUES CARTIER,122,272.9098,79,34,9,0,123,273.3008,84,33,6,0
04M108,P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX,468,289.8568,202,176,63,27,466,286.633,212,196,49,9
04M146,P.S. 146 ANN M. SHORT,160,272.375,112,32,12,4,161,277.7019,102,46,13,0
04M155,P.S. 155 WILLIAM PACA,158,278.8987,88,49,16,5,150,279.7067,82,54,12,2
04M171,P.S. 171 PATRICK HENRY,452,321.8119,41,165,141,105,450,310.8556,68,190,140,52
04M182,THE BILINGUAL BICULTURAL SCHOOL,168,314.2679,23,66,55,24,164,305.1341,35,82,36,11
04M206,P.S. 206 JOSE CELSO BARBOSA,369,295.4363,137,134,70,28,383,287.1697,173,147,47,16
04M224,M.S. 224 MANHATTAN EAST SCHOOL FOR ARTS & ACADEMICS,180,305.6556,40,79,47,14,179,306.257,25,83,52,19
04M372,ESPERANZA PREPARATORY ACADEMY,227,270.5463,152,65,8,2,219,276.1689,122,77,19,1
04M375,MOSAIC PREPARATORY ACADEMY,138,272.6159,92,31,13,2,133,278.391,76,42,15,0
04M377,RENAISSANCE SCHOOL OF THE ARTS,145,279.3586,86,53,6,0,146,285.9795,58,76,11,1
04M381,GLOBAL NEIGHBORHOOD SECONDARY SCHOOL,138,285.3841,63,50,22,3,134,273.5522,73,52,8,1
04M406,GLOBAL TECHNOLOGY PREPARATORY,151,285.8543,73,66,11,1,149,286.698,64,63,20,2
04M497,CENTRAL PARK EAST I,48,320.0833,4,16,19,9,47,318.6596,4,17,20,6
04M610,YOUNG WOMEN'S LEADERSHIP SCHOOL,153,304.6013,34,83,28,8,153,302.6209,25,93,30,5
04M825,ISAAC NEWTON MIDDLE SCHOOL FOR MATH & SCIENCE,292,288.2842,132,127,30,3,288,286.0521,115,132,35,6
04M964,CENTRAL PARK EAST II,81,317.8642,14,22,30,15,82,314.9268,11,34,23,14
05M030,P.S. 030 HERNANDEZ/HUGHES,109,277.5688,68,24,14,3,107,288.3178,45,44,15,3
05M036,P.S. 036 MARGARET DOUGLAS,224,292.4375,85,85,43,11,221,289.009,99,82,34,6
05M046,P.S. 046 ARTHUR TAPPAN,525,277.6971,288,162,57,18,517,279.1083,283,157,63,14
05M092,P.S. 092 MARY MCLEOD BETHUNE,104,289.4327,48,32,20,4,106,286.5377,55,30,21,0
05M123,P.S. 123 MAHALIA JACKSON,350,265.9057,266,69,14,1,346,273.1387,207,111,20,8
05M125,P.S. 125 RALPH BUNCHE,60,309.2833,11,24,16,9,59,297.4746,19,24,15,1
05M129,P.S. 129 JOHN H. FINLEY,347,285.4467,176,102,45,24,334,291.3353,134,134,53,13
05M133,P.S. 133 FRED R MOORE,119,272.3866,78,37,4,0,120,270.625,81,38,1,0
05M148,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,62,268.3226,41,18,1,2,62,283.6129,26,29,4,3
05M154,P.S. 154 HARRIET TUBMAN,132,275.9848,82,37,12,1,132,276.9924,76,39,17,0
05M161,P.S. 161 PEDRO ALBIZU CAMPOS,639,290.036,269,250,96,24,624,284.4776,292,251,62,19
05M175,P.S. 175 HENRY H GARNET,177,276.096,112,53,12,0,172,279.4651,104,52,15,1
05M194,P.S. 194 COUNTEE CULLEN,78,266.4872,53,17,7,1,76,267.1579,52,22,2,0
05M197,P.S. 197 JOHN B. RUSSWURM,134,276.3657,84,34,14,2,132,279.7803,69,46,14,3
05M200,P.S. 200- THE JAMES MCCUNE SMITH SCHOOL,241,275.8174,135,79,21,6,232,275.5,132,75,20,5
05M286,I.S. M286 RENAISSANCE LEADERSHIP ACADEMY,164,276.9573,98,46,20,0,164,280.4939,82,62,20,0
05M302,KAPPA IV,183,269.8197,134,45,3,1,180,278.1222,98,73,9,0
05M318,THURGOOD MARSHALL ACADEMY LOWER SCHOOL,113,298.3009,35,46,21,11,113,306.4071,23,54,30,6
05M362,COLUMBIA SECONDARY SCHOOL,181,339.4199,2,36,59,84,272,334.1287,2,55,108,107
05M367,ACADEMY FOR SOCIAL ACTION: A COLLEGE BOARD SCHOOL,44,255.2273,42,1,1,0,45,268.8222,33,12,0,0
05M410,THE URBAN ASSEMBLY INSTITUTE FOR NEW TECHNOLOGIES,90,268,67,19,3,1,90,271.7333,57,28,5,0
05M469,CHOIR ACADEMY OF HARLEM,44,264.6591,37,7,0,0,59,271.2712,37,21,1,0
05M499,FREDERICK DOUGLASS ACADEMY,309,280.3689,169,123,14,3,309,282.754,145,127,32,5
05M514,NEW DESIGN MIDDLE SCHOOL,275,272.0982,189,81,4,1,267,275.8989,147,102,16,2
05M670,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,161,300.5839,47,72,37,5,163,298.5153,36,95,27,5
06M004,P.S. 004 DUKE ELLINGTON,310,285.0516,154,112,34,10,302,281.0563,158,106,36,2
06M005,P.S. 005 ELLEN LURIE,327,281.1804,166,107,44,10,318,276.761,188,95,29,6
06M008,P.S. 008 LUIS BELLIARD,273,283.1722,139,82,35,17,266,279.4173,155,78,30,3
06M018,P.S. 018 PARK TERRACE,281,287.1352,118,111,47,5,265,270.8906,161,84,19,1
06M028,P.S. 028 WRIGHT BROTHERS,376,301.8537,110,111,105,50,365,290.7151,153,130,64,18
06M048,P.S. 048 P.O. MICHAEL J. BUCZEK,284,294.169,109,106,49,20,266,288.3797,111,110,40,5
06M052,J.H.S. 052 INWOOD,524,285.9771,250,214,57,3,502,284.6813,202,236,54,10
06M098,P.S. 098 SHORAC KAPPOCK,252,288.8889,107,80,47,18,236,277.839,122,85,26,3
06M115,P.S. 115 ALEXANDER HUMBOLDT,300,278.5033,166,98,34,2,286,276.9196,173,90,21,2
06M128,P.S. 128 AUDUBON,269,290.4907,115,95,45,14,254,286.2441,125,89,34,6
06M132,P.S. 132 JUAN PABLO DUARTE,322,275.5248,199,90,27,6,304,278.5033,169,101,30,4
06M143,J.H.S. 143 ELEANOR ROOSEVELT,412,271.4563,284,107,18,3,398,271.1533,229,141,24,4
06M152,P.S. 152 DYCKMAN VALLEY,324,291.8889,123,131,53,17,306,276.2712,190,90,25,1
06M153,P.S. 153 ADAM CLAYTON POWELL,414,281.9227,227,95,49,43,395,283.2962,203,106,70,16
06M173,P.S. 173,311,298.5659,104,88,88,31,295,286.8373,133,106,51,5
06M178,PROFESSOR JUAN BOSCH PUBLIC SCHOOL,54,307.3704,8,23,20,3,54,308.4444,12,18,19,5
06M187,P.S./I.S. 187 HUDSON CLIFFS,476,314.2563,65,192,151,68,471,309.7792,82,195,146,48
06M189,P.S. 189,512,292.2598,207,163,108,34,488,287.5615,216,178,82,12
06M192,P.S. 192 JACOB H. SCHIFF,155,290.0839,62,66,21,6,150,282.8867,78,52,18,2
06M210,P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP,282,296.5567,97,123,43,19,271,292.2841,94,132,36,9
06M218,I.S. 218 SALOME URENA,239,276.7448,138,84,16,1,222,271.6757,127,80,14,1
06M223,THE MOTT HALL SCHOOL,276,319.163,34,82,108,52,276,313.6775,31,109,100,36
06M278,PAULA HEDBAVNY SCHOOL,360,311.4917,69,132,116,43,360,303.7694,83,169,83,25
06M293,CITY COLLEGE ACADEMY OF THE ARTS,246,317.5691,31,94,88,33,247,305.4858,32,143,57,15
06M311,AMISTAD DUAL LANGUAGE SCHOOL,261,302.6628,65,125,57,14,260,300.95,62,122,66,10
06M314,MUSCOTA,115,308.1739,23,41,35,16,115,307.8,25,41,43,6
06M319,M.S. 319 - MARIA TERESA,601,293.8369,198,312,80,11,579,283.0259,254,270,49,6
06M322,MIDDLE SCHOOL 322,378,281.6905,216,111,44,7,339,276.3304,182,118,33,6
06M324,M.S. 324 - PATRIA MIRABAL,385,297.0494,129,158,79,19,407,285.9042,169,181,48,9
06M325,P.S. 325,151,283.0066,74,47,27,3,134,278.8507,82,34,18,0
06M326,M.S. 326 - WRITERS TODAY & LEADERS TOMORROW,270,275.1815,168,84,17,1,238,272.7353,141,77,18,2
06M328,M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,281,267.6904,198,74,8,1,266,271.906,155,100,10,1
06M346,COMMUNITY HEALTH ACADEMY OF THE HEIGHTS,227,286.2203,112,97,15,3,228,287.1096,81,120,20,7
06M348,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,264,307.197,52,128,74,10,262,294.7786,70,146,42,4
06M349,HARBOR HEIGHTS,158,269.6392,114,40,4,0,124,250.0081,111,12,1,0
06M366,WASHINGTON HEIGHTS ACADEMY,178,308.7416,37,77,39,25,177,301.0113,54,71,39,13
06M368,HAMILTON HEIGHTS SCHOOL,55,292.5273,24,21,6,4,54,290.1481,21,21,10,2
06M528,I.S. 528 BEA FULLER RODGERS SCHOOL,217,277.5115,125,81,11,0,210,285.8952,86,106,13,5
07X001,P.S. 001 COURTLANDT SCHOOL,317,288.2997,137,113,52,15,306,283.5621,155,106,43,2
07X005,PS 5 PORT MORRIS,387,275.7804,231,125,27,4,386,282.9378,193,152,36,5
07X018,P.S. 018 JOHN PETER ZENGER,268,281.0037,134,91,38,5,266,273.4436,181,66,15,4
07X025,P.S. 025 BILINGUAL SCHOOL,194,293.1289,72,68,39,15,184,282.1793,92,59,30,3
07X029,P.S./M.S. 029 MELROSE SCHOOL,433,272.1478,297,98,30,8,445,273.8472,268,145,29,3
07X030,P.S. 030 WILTON,239,282.6444,128,72,34,5,233,280.9528,137,68,26,2
07X031,P.S./M.S. 031 THE WILLIAM LLOYD GARRISON,396,277.2323,236,124,30,6,389,273.545,240,119,24,6
07X043,P.S. 043 JONAS BRONCK,207,293.0483,84,73,39,11,200,287.415,94,79,24,3
07X049,P.S. 049 WILLIS AVENUE,307,287.4658,145,112,32,18,299,276.9498,177,91,28,3
07X065,P.S. 065 MOTHER HALE ACADEMY,185,276.1514,120,57,6,2,186,268.871,123,54,9,0
07X151,J.H.S. 151 LOU GEHRIG,277,270.5126,182,86,7,2,259,272.556,154,94,10,1
07X154,P.S. 154 JONATHAN D. HYATT,203,277.1527,115,63,21,4,201,277.3184,119,67,15,0
07X157,P.S. 157 GROVE HILL,301,291.9668,116,124,48,13,297,287.3401,139,122,33,3
07X161,P.S. 161 PONCE DE LEON,243,285.5514,115,90,35,3,237,281.8354,133,80,23,1
07X162,J.H.S. 162 LOLA RODRIGUEZ DE TIO,371,270.4744,256,92,20,3,352,271.9034,215,122,14,1
07X179,P.S. 179,162,293.0247,63,60,28,11,163,290.0798,71,62,28,2
07X203,M.S. 203,151,261.2119,131,20,0,0,164,264.8476,120,42,2,0
07X221,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,277,295.2058,100,127,37,13,277,287.2166,118,130,27,2
07X223,M.S. 223 THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY,307,305.3713,68,131,86,22,336,301.131,73,171,74,18
07X224,P.S. / I.S. 224,325,278.4369,196,109,16,4,317,271.7981,188,116,11,2
07X277,P.S. 277,201,291.3483,78,72,46,5,200,285.33,96,85,17,2
07X296,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,350,272.6629,240,102,7,1,350,278.6429,186,138,24,2
07X298,ACADEMY OF PUBLIC RELATIONS,340,269.1176,246,81,11,2,328,268.8994,206,105,15,2
07X343,ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY,279,291.2437,113,104,47,15,278,283.7986,121,122,28,7
07X369,YOUNG LEADERS ELEMENTARY SCHOOL,139,272.0432,96,30,11,2,136,265.6324,102,29,4,1
07X385,PERFORMANCE SCHOOL,215,270.7349,147,47,15,6,208,269.5048,144,51,12,1
07X500,HOSTOS-LINCOLN ACADEMY OF SCIENCE,159,284.7233,80,66,11,2,185,287.9243,77,81,23,4
07X551,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,230,269.9609,171,50,9,0,233,271.3262,153,71,7,2
08X014,P.S. X014 SENATOR JOHN CALANDRA,316,307.4177,64,127,78,47,316,301.9778,88,130,83,15
08X036,P.S. 036 UNIONPORT,298,310.2383,74,97,69,58,292,298.4281,99,111,66,16
